rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
601-800,University of Wisconsin-Stevens Point,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-stevens-point#ranking-dataset/634830,Wisconsin,40.3-45.1,-,16.4,-,-
601-800,University of Wisconsin-Stout,https://www.timeshighereducation.com/world-university-rankings/university-wisconsin-stout#ranking-dataset/634830,Wisconsin,40.3-45.1,-,16.4,16.5,-
601-800,Wright State University-Main Campus,https://www.timeshighereducation.com/world-university-rankings/wright-state-university-main-campus#ranking-dataset/634830,Ohio,40.3-45.1,-,16.6,-,5.4
601-800,York College Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/york-college-pennsylvania#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,18.6,-
> 800,Adams State University,https://www.timeshighereducation.com/world-university-rankings/adams-state-university#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,6.8
> 800,University of Akron Main Campus,https://www.timeshighereducation.com/world-university-rankings/university-akron-main-campus#ranking-dataset/634830,Ohio,23.7-40.2,-,-,-,5.5
> 800,Alabama A&M University,https://www.timeshighereducation.com/world-university-rankings/alabama-am-university#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,5.6
> 800,Alabama State University,https://www.timeshighereducation.com/world-university-rankings/alabama-state-university#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,6.7
> 800,University of Alaska Anchorage,https://www.timeshighereducation.com/world-university-rankings/university-alaska-anchorage#ranking-dataset/634830,Alaska,23.7-40.2,-,-,-,5.6
> 800,Albany State University,https://www.timeshighereducation.com/world-university-rankings/albany-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,6.4
> 800,Alcorn State University,https://www.timeshighereducation.com/world-university-rankings/alcorn-state-university#ranking-dataset/634830,Mississippi,23.7-40.2,-,-,-,6.3
> 800,Anderson University,https://www.timeshighereducation.com/world-university-rankings/anderson-university-0#ranking-dataset/634830,South Carolina,23.7-40.2,-,16.5,-,-
> 800,Angelo State University,https://www.timeshighereducation.com/world-university-rankings/angelo-state-university#ranking-dataset/634830,Texas,23.7-40.2,-,16.1,-,6.6
> 800,Aquinas College,https://www.timeshighereducation.com/world-university-rankings/aquinas-college#ranking-dataset/634830,Michigan,23.7-40.2,-,17.2,-,-
> 800,University of Arkansas at Monticello,https://www.timeshighereducation.com/world-university-rankings/university-arkansas-monticello#ranking-dataset/634830,Arkansas,23.7-40.2,-,-,-,5.1
> 800,Arkansas State University-Main Campus,https://www.timeshighereducation.com/world-university-rankings/arkansas-state-university-main-campus#ranking-dataset/634830,Arkansas,23.7-40.2,-,16.6,-,5.7
> 800,Arkansas Tech University,https://www.timeshighereducation.com/world-university-rankings/arkansas-tech-university#ranking-dataset/634830,Arkansas,23.7-40.2,-,16.6,-,-
> 800,Armstrong State University,https://www.timeshighereducation.com/world-university-rankings/armstrong-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,6
> 800,Auburn University at Montgomery,https://www.timeshighereducation.com/world-university-rankings/auburn-university-montgomery#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,6.6
> 800,Aurora University,https://www.timeshighereducation.com/world-university-rankings/aurora-university#ranking-dataset/634830,Illinois,23.7-40.2,-,15.7,-,-
> 800,Austin Peay State University,https://www.timeshighereducation.com/world-university-rankings/austin-peay-state-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,5.7
> 800,Baker College,https://www.timeshighereducation.com/world-university-rankings/baker-college#ranking-dataset/634830,Michigan,23.7-40.2,-,-,-,-
> 800,Bemidji State University,https://www.timeshighereducation.com/world-university-rankings/bemidji-state-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,15.9,-,-
> 800,Black Hills State University,https://www.timeshighereducation.com/world-university-rankings/black-hills-state-university#ranking-dataset/634830,South Dakota,23.7-40.2,-,-,-,-
> 800,Boise State University,https://www.timeshighereducation.com/world-university-rankings/boise-state-university#ranking-dataset/634830,Idaho,23.7-40.2,-,16.4,-,-
> 800,Bowling Green State University,https://www.timeshighereducation.com/world-university-rankings/bowling-green-state-university#ranking-dataset/634830,Ohio,23.7-40.2,-,17.2,-,-
> 800,University of Bridgeport,https://www.timeshighereducation.com/world-university-rankings/university-bridgeport#ranking-dataset/634830,Connecticut,23.7-40.2,-,-,-,8.5
> 800,Bridgewater State University,https://www.timeshighereducation.com/world-university-rankings/bridgewater-state-university#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,-
> 800,California University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/california-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,California State University-Dominguez Hills,https://www.timeshighereducation.com/world-university-rankings/california-state-university-dominguez-hills#ranking-dataset/634830,California,23.7-40.2,-,-,-,8.2
> 800,Cameron University,https://www.timeshighereducation.com/world-university-rankings/cameron-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,7.9
> 800,Campbellsville University,https://www.timeshighereducation.com/world-university-rankings/campbellsville-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,-,-,-
> 800,Carson-Newman University,https://www.timeshighereducation.com/world-university-rankings/carson-newman-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,17.2,-,-
> 800,Castleton State College,https://www.timeshighereducation.com/world-university-rankings/castleton-state-college#ranking-dataset/634830,Vermont,23.7-40.2,-,-,-,-
> 800,Catawba College,https://www.timeshighereducation.com/world-university-rankings/catawba-college#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,-
> 800,University of Central Arkansas,https://www.timeshighereducation.com/world-university-rankings/university-central-arkansas#ranking-dataset/634830,Arkansas,23.7-40.2,-,16.5,-,5.6
> 800,University of Central Missouri,https://www.timeshighereducation.com/world-university-rankings/university-central-missouri#ranking-dataset/634830,Missouri,23.7-40.2,-,17.2,-,-
> 800,University of Central Oklahoma,https://www.timeshighereducation.com/world-university-rankings/university-central-oklahoma#ranking-dataset/634830,Oklahoma,23.7-40.2,-,17.4,-,6.3
> 800,Charleston Southern University,https://www.timeshighereducation.com/world-university-rankings/charleston-southern-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,-
> 800,Clarion University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/clarion-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Clayton  State University,https://www.timeshighereducation.com/world-university-rankings/clayton-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,7.2
> 800,Coastal Carolina University,https://www.timeshighereducation.com/world-university-rankings/coastal-carolina-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,-
> 800,University of Colorado Colorado Springs,https://www.timeshighereducation.com/world-university-rankings/university-colorado-colorado-springs#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Colorado Mesa University,https://www.timeshighereducation.com/world-university-rankings/colorado-mesa-university#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Colorado State University-Pueblo,https://www.timeshighereducation.com/world-university-rankings/colorado-state-university-pueblo#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,6.9
> 800,Columbia College-Chicago,https://www.timeshighereducation.com/world-university-rankings/columbia-college-chicago#ranking-dataset/634830,Illinois,23.7-40.2,13.2,-,-,5.7
> 800,Columbus State University,https://www.timeshighereducation.com/world-university-rankings/columbus-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,-,-,6.7
> 800,Concord University,https://www.timeshighereducation.com/world-university-rankings/concord-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,-
> 800,Concordia University-Chicago,https://www.timeshighereducation.com/world-university-rankings/concordia-university-chicago#ranking-dataset/634830,Illinois,23.7-40.2,-,-,-,5.7
> 800,Concordia University-Texas,https://www.timeshighereducation.com/world-university-rankings/concordia-university-texas#ranking-dataset/634830,Texas,23.7-40.2,13.2,-,-,-
> 800,Coppin State University,https://www.timeshighereducation.com/world-university-rankings/coppin-state-university#ranking-dataset/634830,Maryland,23.7-40.2,-,-,-,7.4
> 800,Corban University,https://www.timeshighereducation.com/world-university-rankings/corban-university#ranking-dataset/634830,Oregon,23.7-40.2,-,-,-,-
> 800,Cornerstone University,https://www.timeshighereducation.com/world-university-rankings/cornerstone-university#ranking-dataset/634830,Michigan,23.7-40.2,-,15.7,-,-
> 800,Cumberland University,https://www.timeshighereducation.com/world-university-rankings/cumberland-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,-
> 800,University of the Cumberlands,https://www.timeshighereducation.com/world-university-rankings/university-cumberlands#ranking-dataset/634830,Kentucky,23.7-40.2,-,-,-,-
> 800,Delaware Valley University,https://www.timeshighereducation.com/world-university-rankings/delaware-valley-university#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Delta State University,https://www.timeshighereducation.com/world-university-rankings/delta-state-university#ranking-dataset/634830,Mississippi,23.7-40.2,-,-,-,5.7
> 800,Drury University,https://www.timeshighereducation.com/world-university-rankings/drury-university#ranking-dataset/634830,Missouri,23.7-40.2,-,17,-,-
> 800,University of Dubuque,https://www.timeshighereducation.com/world-university-rankings/university-dubuque#ranking-dataset/634830,Iowa,23.7-40.2,-,-,-,-
> 800,East Central University,https://www.timeshighereducation.com/world-university-rankings/east-central-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,6.2
> 800,East Stroudsburg University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/east-stroudsburg-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,5.2
> 800,East Tennessee State University,https://www.timeshighereducation.com/world-university-rankings/east-tennessee-state-university#ranking-dataset/634830,Tennessee,23.7-40.2,12.5,-,-,-
> 800,Eastern Kentucky University,https://www.timeshighereducation.com/world-university-rankings/eastern-kentucky-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,17,-,-
> 800,Eastern Michigan University,https://www.timeshighereducation.com/world-university-rankings/eastern-michigan-university#ranking-dataset/634830,Michigan,23.7-40.2,-,16.7,-,5.9
> 800,Edinboro University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/edinboro-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Emporia State University,https://www.timeshighereducation.com/world-university-rankings/emporia-state-university#ranking-dataset/634830,Kansas,23.7-40.2,-,-,-,5.5
> 800,The Evergreen State College,https://www.timeshighereducation.com/world-university-rankings/evergreen-state-college#ranking-dataset/634830,Washington,23.7-40.2,-,-,-,6
> 800,Fairmont State University,https://www.timeshighereducation.com/world-university-rankings/fairmont-state-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,-
> 800,Fayetteville State University,https://www.timeshighereducation.com/world-university-rankings/fayetteville-state-university#ranking-dataset/634830,North Carolina,23.7-40.2,-,-,-,7.2
> 800,Ferrum College,https://www.timeshighereducation.com/world-university-rankings/ferrum-college#ranking-dataset/634830,Virginia,23.7-40.2,-,-,-,5.1
> 800,Fitchburg State University,https://www.timeshighereducation.com/world-university-rankings/fitchburg-state-university#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,-
> 800,Flagler College-St Augustine,https://www.timeshighereducation.com/world-university-rankings/flagler-college-st-augustine#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,-
> 800,Florida Gulf Coast University,https://www.timeshighereducation.com/world-university-rankings/florida-gulf-coast-university#ranking-dataset/634830,Florida,23.7-40.2,-,15.9,-,5.4
> 800,Fort Lewis College,https://www.timeshighereducation.com/world-university-rankings/fort-lewis-college#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Framingham State University,https://www.timeshighereducation.com/world-university-rankings/framingham-state-university#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,-
> 800,Francis Marion University,https://www.timeshighereducation.com/world-university-rankings/francis-marion-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,5.1
> 800,Freed-Hardeman University,https://www.timeshighereducation.com/world-university-rankings/freed-hardeman-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,-,-,-
> 800,Frostburg State University,https://www.timeshighereducation.com/world-university-rankings/frostburg-state-university#ranking-dataset/634830,Maryland,23.7-40.2,-,-,-,5.4
> 800,Georgia Southern University,https://www.timeshighereducation.com/world-university-rankings/georgia-southern-university#ranking-dataset/634830,Georgia,23.7-40.2,-,16.7,-,5.5
> 800,Georgia College and State University,https://www.timeshighereducation.com/world-university-rankings/georgia-college-and-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,15.8,-,-
> 800,Grace College and Theological Seminary,https://www.timeshighereducation.com/world-university-rankings/grace-college-and-theological-seminary#ranking-dataset/634830,Indiana,23.7-40.2,-,16.5,-,-
> 800,Graceland University-Lamoni,https://www.timeshighereducation.com/world-university-rankings/graceland-university-lamoni#ranking-dataset/634830,Indiana,23.7-40.2,-,-,-,-
> 800,Grand View University,https://www.timeshighereducation.com/world-university-rankings/grand-view-university#ranking-dataset/634830,Iowa,23.7-40.2,-,-,-,-
> 800,Heidelberg University,https://www.timeshighereducation.com/world-university-rankings/heidelberg-university#ranking-dataset/634830,Ohio,23.7-40.2,13.8,-,-,-
> 800,Henderson State University,https://www.timeshighereducation.com/world-university-rankings/henderson-state-university#ranking-dataset/634830,Arkansas,23.7-40.2,-,-,-,6
> 800,Hilbert College,https://www.timeshighereducation.com/world-university-rankings/hilbert-college#ranking-dataset/634830,New York,23.7-40.2,-,-,-,-
> 800,University of Houston-Downtown,https://www.timeshighereducation.com/world-university-rankings/university-houston-downtown#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,8.6
> 800,Humboldt State University,https://www.timeshighereducation.com/world-university-rankings/humboldt-state-university#ranking-dataset/634830,California,23.7-40.2,-,15.7,-,6.2
> 800,Huntingdon College,https://www.timeshighereducation.com/world-university-rankings/huntingdon-college#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,-
> 800,Husson University,https://www.timeshighereducation.com/world-university-rankings/husson-university#ranking-dataset/634830,Maine,23.7-40.2,-,-,-,-
> 800,Idaho State University,https://www.timeshighereducation.com/world-university-rankings/idaho-state-university#ranking-dataset/634830,Idaho,23.7-40.2,-,16.2,-,-
> 800,Indiana University-Kokomo,https://www.timeshighereducation.com/world-university-rankings/indiana-university-kokomo#ranking-dataset/634830,Indiana,23.7-40.2,-,-,-,-
> 800,Indiana University-Northwest,https://www.timeshighereducation.com/world-university-rankings/indiana-university-northwest#ranking-dataset/634830,Indiana,23.7-40.2,-,-,-,6.9
> 800,Indiana University of Pennsylvania-Main Campus,https://www.timeshighereducation.com/world-university-rankings/indiana-university-pennsylvania-main-campus#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,15.9,-,-
> 800,Indiana University-Purdue University-Fort Wayne,https://www.timeshighereducation.com/world-university-rankings/indiana-university-purdue-university-fort-wayne#ranking-dataset/634830,Indiana,23.7-40.2,-,15.8,-,-
> 800,Indiana University-South Bend,https://www.timeshighereducation.com/world-university-rankings/indiana-university-south-bend#ranking-dataset/634830,Indiana,23.7-40.2,-,16,-,5.2
> 800,Indiana University-Southeast,https://www.timeshighereducation.com/world-university-rankings/indiana-university-southeast#ranking-dataset/634830,Indiana,23.7-40.2,-,-,-,-
> 800,Indiana State University,https://www.timeshighereducation.com/world-university-rankings/indiana-state-university#ranking-dataset/634830,Indiana,23.7-40.2,-,16.1,-,5.8
> 800,Jacksonville State University,https://www.timeshighereducation.com/world-university-rankings/jacksonville-state-university#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,-
> 800,University of Jamestown,https://www.timeshighereducation.com/world-university-rankings/university-jamestown#ranking-dataset/634830,North Dakota,23.7-40.2,-,-,-,-
> 800,Johnson State College,https://www.timeshighereducation.com/world-university-rankings/johnson-state-college#ranking-dataset/634830,Vermont,23.7-40.2,-,-,-,-
> 800,Johnson & Wales University-Denver,https://www.timeshighereducation.com/world-university-rankings/johnson-wales-university-denver#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Johnson & Wales University-North Miami,https://www.timeshighereducation.com/world-university-rankings/johnson-wales-university-north-miami#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,9.1
> 800,Kennesaw State University,https://www.timeshighereducation.com/world-university-rankings/kennesaw-state-university#ranking-dataset/634830,Georgia,23.7-40.2,-,15.8,-,6.6
> 800,Kent State University,https://www.timeshighereducation.com/world-university-rankings/kent-state-university#ranking-dataset/634830,Ohio,23.7-40.2,-,16.6,-,-
> 800,Kutztown University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/kutztown-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,La Roche College,https://www.timeshighereducation.com/world-university-rankings/la-roche-college#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Lake Erie College,https://www.timeshighereducation.com/world-university-rankings/lake-erie-college#ranking-dataset/634830,Ohio,23.7-40.2,-,-,-,-
> 800,Lake Superior State University,https://www.timeshighereducation.com/world-university-rankings/lake-superior-state-university#ranking-dataset/634830,Michigan,23.7-40.2,-,15.8,-,-
> 800,Lakeland University,https://www.timeshighereducation.com/world-university-rankings/lakeland-university#ranking-dataset/634830,Wisconsin,23.7-40.2,-,16.1,-,-
> 800,Lander University,https://www.timeshighereducation.com/world-university-rankings/lander-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,-
> 800,Langston University,https://www.timeshighereducation.com/world-university-rankings/langston-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,-,-,6.8
> 800,Lee University,https://www.timeshighereducation.com/world-university-rankings/lee-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,17.5,-,-
> 800,Lenoir-Rhyne University,https://www.timeshighereducation.com/world-university-rankings/lenoir-rhyne-university#ranking-dataset/634830,North Carolina,23.7-40.2,12.7,-,-,-
> 800,Lewis-Clark State College,https://www.timeshighereducation.com/world-university-rankings/lewis-clark-state-college#ranking-dataset/634830,Idaho,23.7-40.2,-,16.2,-,-
> 800,Lindsey Wilson College,https://www.timeshighereducation.com/world-university-rankings/lindsey-wilson-college#ranking-dataset/634830,Kentucky,23.7-40.2,-,-,-,-
> 800,Lock Haven University,https://www.timeshighereducation.com/world-university-rankings/lock-haven-university#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Longwood University,https://www.timeshighereducation.com/world-university-rankings/longwood-university#ranking-dataset/634830,Virginia,23.7-40.2,-,-,-,-
> 800,University of Louisiana at Lafayette,https://www.timeshighereducation.com/world-university-rankings/university-louisiana-lafayette#ranking-dataset/634830,Louisiana,23.7-40.2,-,16.5,-,5.7
> 800,University of Louisiana at Monroe,https://www.timeshighereducation.com/world-university-rankings/university-louisiana-monroe#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,-
> 800,Louisiana State University-Shreveport,https://www.timeshighereducation.com/world-university-rankings/louisiana-state-university-shreveport#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,6.1
> 800,Louisiana Tech University,https://www.timeshighereducation.com/world-university-rankings/louisiana-tech-university#ranking-dataset/634830,Louisiana,23.7-40.2,-,16.7,-,-
> 800,Lubbock Christian University,https://www.timeshighereducation.com/world-university-rankings/lubbock-christian-university#ranking-dataset/634830,Texas,23.7-40.2,-,16.9,-,-
> 800,Lyndon State College,https://www.timeshighereducation.com/world-university-rankings/lyndon-state-college#ranking-dataset/634830,Vermont,23.7-40.2,-,-,-,-
> 800,Lynn University,https://www.timeshighereducation.com/world-university-rankings/lynn-university#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,5
> 800,Mansfield University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/mansfield-university-pennsylvania#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Mars Hill University,https://www.timeshighereducation.com/world-university-rankings/mars-hill-university#ranking-dataset/634830,North Carolina,23.7-40.2,-,-,-,-
> 800,Marshall University,https://www.timeshighereducation.com/world-university-rankings/marshall-university#ranking-dataset/634830,West Virginia,23.7-40.2,-,-,-,-
> 800,University of Mary,https://www.timeshighereducation.com/world-university-rankings/university-mary#ranking-dataset/634830,North Dakota,23.7-40.2,-,15.8,-,-
> 800,Marymount Manhattan College,https://www.timeshighereducation.com/world-university-rankings/marymount-manhattan-college#ranking-dataset/634830,New York,23.7-40.2,12.9,-,-,-
> 800,McNeese State University,https://www.timeshighereducation.com/world-university-rankings/mcneese-state-university#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,5.3
> 800,Medaille College,https://www.timeshighereducation.com/world-university-rankings/medaille-college#ranking-dataset/634830,New York,23.7-40.2,-,-,-,5.4
> 800,Metropolitan State University,https://www.timeshighereducation.com/world-university-rankings/metropolitan-state-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,-,-,7.1
> 800,Metropolitan State University of Denver,https://www.timeshighereducation.com/world-university-rankings/metropolitan-state-university-denver#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,6.4
> 800,Middle Tennessee State University,https://www.timeshighereducation.com/world-university-rankings/middle-tennessee-state-university#ranking-dataset/634830,Tennessee,23.7-40.2,-,15.9,-,6.1
> 800,Midland University,https://www.timeshighereducation.com/world-university-rankings/midland-university#ranking-dataset/634830,Nebraska,23.7-40.2,-,-,-,-
> 800,Minnesota State University-Mankato,https://www.timeshighereducation.com/world-university-rankings/minnesota-state-university-mankato#ranking-dataset/634830,Minnesota,23.7-40.2,-,16.4,-,-
> 800,Minnesota State University Moorhead,https://www.timeshighereducation.com/world-university-rankings/minnesota-state-university-moorhead#ranking-dataset/634830,Minnesota,23.7-40.2,-,17,-,-
> 800,Missouri Baptist University,https://www.timeshighereducation.com/world-university-rankings/missouri-baptist-university#ranking-dataset/634830,Missouri,23.7-40.2,-,-,-,-
> 800,Missouri Southern State University,https://www.timeshighereducation.com/world-university-rankings/missouri-southern-state-university#ranking-dataset/634830,Missouri,23.7-40.2,-,-,-,-
> 800,Missouri State University-Springfield,https://www.timeshighereducation.com/world-university-rankings/missouri-state-university-springfield#ranking-dataset/634830,Missouri,23.7-40.2,-,17.2,-,-
> 800,Missouri Western State University,https://www.timeshighereducation.com/world-university-rankings/missouri-western-state-university#ranking-dataset/634830,Missouri,23.7-40.2,-,-,-,-
> 800,University of Montana,https://www.timeshighereducation.com/world-university-rankings/university-montana#ranking-dataset/634830,Montana,23.7-40.2,-,-,-,-
> 800,Montana Tech of the University of Montana,https://www.timeshighereducation.com/world-university-rankings/montana-tech-university-montana#ranking-dataset/634830,Montana,23.7-40.2,-,-,-,-
> 800,The University of Montana-Western,https://www.timeshighereducation.com/world-university-rankings/university-montana-western#ranking-dataset/634830,Montana,23.7-40.2,-,15.8,-,-
> 800,University of Montevallo,https://www.timeshighereducation.com/world-university-rankings/university-montevallo#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,-
> 800,Morehead State University,https://www.timeshighereducation.com/world-university-rankings/morehead-state-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,15.8,-,-
> 800,Morningside College,https://www.timeshighereducation.com/world-university-rankings/morningside-college#ranking-dataset/634830,Iowa,23.7-40.2,-,16.1,-,-
> 800,Mount Aloysius College,https://www.timeshighereducation.com/world-university-rankings/mount-aloysius-college#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,-
> 800,Mount Ida College,https://www.timeshighereducation.com/world-university-rankings/mount-ida-college#ranking-dataset/634830,Massachusetts,23.7-40.2,12.3,-,-,-
> 800,Mount Marty College,https://www.timeshighereducation.com/world-university-rankings/mount-marty-college#ranking-dataset/634830,South Dakota,23.7-40.2,13.8,15.7,-,-
> 800,Murray State University,https://www.timeshighereducation.com/world-university-rankings/murray-state-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,16.7,-,-
> 800,University of Nebraska at Omaha,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-omaha#ranking-dataset/634830,Nebraska,23.7-40.2,-,16.5,-,5.5
> 800,Neumann University,https://www.timeshighereducation.com/world-university-rankings/neumann-university#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,-,-,5.2
> 800,University of New Orleans,https://www.timeshighereducation.com/world-university-rankings/university-new-orleans#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,7
> 800,Newberry College,https://www.timeshighereducation.com/world-university-rankings/newberry-college#ranking-dataset/634830,South Carolina,23.7-40.2,14,-,-,5.6
> 800,Newman University,https://www.timeshighereducation.com/world-university-rankings/newman-university-0#ranking-dataset/634830,Kansas,23.7-40.2,-,-,-,-
> 800,Nicholls State University,https://www.timeshighereducation.com/world-university-rankings/nicholls-state-university#ranking-dataset/634830,Louisiana,23.7-40.2,-,-,-,-
> 800,Nichols College,https://www.timeshighereducation.com/world-university-rankings/nichols-college#ranking-dataset/634830,Massachusetts,23.7-40.2,-,-,-,-
> 800,Norfolk State University,https://www.timeshighereducation.com/world-university-rankings/norfolk-state-university#ranking-dataset/634830,Virginia,23.7-40.2,-,-,-,6.5
> 800,University of North Alabama,https://www.timeshighereducation.com/world-university-rankings/university-north-alabama#ranking-dataset/634830,Alabama,23.7-40.2,-,-,-,-
> 800,University of North Carolina at Pembroke,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-pembroke#ranking-dataset/634830,North Carolina,23.7-40.2,-,-,-,7
> 800,North Central University,https://www.timeshighereducation.com/world-university-rankings/north-central-university#ranking-dataset/634830,Minnesota,23.7-40.2,-,-,-,-
> 800,North Greenville University,https://www.timeshighereducation.com/world-university-rankings/north-greenville-university#ranking-dataset/634830,South Carolina,23.7-40.2,-,-,-,-
> 800,University of Northern Colorado,https://www.timeshighereducation.com/world-university-rankings/university-northern-colorado#ranking-dataset/634830,Colorado,23.7-40.2,-,-,-,-
> 800,Northern Kentucky University,https://www.timeshighereducation.com/world-university-rankings/northern-kentucky-university#ranking-dataset/634830,Kentucky,23.7-40.2,-,16.3,-,-
> 800,Northern Michigan University,https://www.timeshighereducation.com/world-university-rankings/northern-michigan-university#ranking-dataset/634830,Michigan,23.7-40.2,-,16.9,-,-
> 800,Northwest Missouri State University,https://www.timeshighereducation.com/world-university-rankings/northwest-missouri-state-university#ranking-dataset/634830,Missouri,23.7-40.2,-,17.3,-,-
> 800,Oklahoma Christian University,https://www.timeshighereducation.com/world-university-rankings/oklahoma-christian-university#ranking-dataset/634830,Oklahoma,23.7-40.2,-,16.4,-,-
> 800,Olivet Nazarene University,https://www.timeshighereducation.com/world-university-rankings/olivet-nazarene-university#ranking-dataset/634830,Illinois,23.7-40.2,-,16.8,-,-
> 800,Our Lady of the Lake University,https://www.timeshighereducation.com/world-university-rankings/our-lady-lake-university#ranking-dataset/634830,Texas,23.7-40.2,-,15.9,-,6.9
> 800,Pacific Union College,https://www.timeshighereducation.com/world-university-rankings/pacific-union-college#ranking-dataset/634830,California,23.7-40.2,-,-,-,7.4
> 800,Palm Beach Atlantic University,https://www.timeshighereducation.com/world-university-rankings/palm-beach-atlantic-university#ranking-dataset/634830,Florida,23.7-40.2,-,-,-,5
> 800,Pennsylvania College of Technology,https://www.timeshighereducation.com/world-university-rankings/pennsylvania-college-technology#ranking-dataset/634830,Pennsylvania,23.7-40.2,-,15.7,-,-
> 800,Pittsburg State University,https://www.timeshighereducation.com/world-university-rankings/pittsburg-state-university#ranking-dataset/634830,Kansas,23.7-40.2,-,16.9,-,-
> 800,Plymouth State University,https://www.timeshighereducation.com/world-university-rankings/plymouth-state-university#ranking-dataset/634830,New Hampshire,23.7-40.2,-,15.9,-,-
> 800,Prairie View A & M University,https://www.timeshighereducation.com/world-university-rankings/prairie-view-m-university#ranking-dataset/634830,Texas,23.7-40.2,-,-,-,6.6
